year,municipality,remu,serv,d_goods,total_expenses
2008,MUNICIPALIDAD DE HOJANCHA,171609464.0,146706490.85999998,33893545.94,747285518.4099998
2008,MUNICIPALIDAD DE JIMENEZ,92156862.0,165979390.09000003,194816123.96,618324884.5000001
2008,MUNICIPALIDAD DE LA CRUZ GUANACASTE,248558217.37,222693786.04,450540273.0,1302484167.11
2008,MUNICIPALIDAD DE LA UNION,1087378215.229999,445534816.5100001,525124859.09000003,2943983545.399999
2008,MUNICIPALIDAD DE LEON CORTES,15789761.310000002,1257848.69,423716.53,19357531.250000004
2008,MUNICIPALIDAD DE LIBERIA,968691440.1200001,254196946.61999997,658073960.95,2734786412.1000004
2008,MUNICIPALIDAD DE LIMON,1311509491.2600002,682176750.25,189256858.01999998,2714582856.41
2008,MUNICIPALIDAD DE LOS CHILES,103251722.44999999,160036411.49000004,107514678.02,519428656.8
2008,MUNICIPALIDAD DE MATINA,366563670.34000003,407218244.96000004,447223717.40999997,1593046978.99
2008,MUNICIPALIDAD DE MONTES DE OCA,1543689723.5400004,315267235.49,400026130.49999994,2770806405.4300003
2008,MUNICIPALIDAD DE MONTES DE ORO,196883452.74,111078844.77000001,282731276.33000004,868674525.99
2008,MUNICIPALIDAD DE MORA,309964948.05,173737525.06,108883353.64,988735916.12
2008,MUNICIPALIDAD DE MORAVIA,883810006.65,286417984.07000005,220462616.36,1790114386.99
2008,MUNICIPALIDAD DE NANDAYURE,210775371.6,166937357.99000004,196792891.0,889484561.1800001
2008,MUNICIPALIDAD DE NARANJO,359760172.6499999,196371529.69,39953019.349999994,1018295724.0700002
2008,MUNICIPALIDAD DE NICOYA,588534897.62,240289052.89,454751922.59000003,1573142444.29
2008,MUNICIPALIDAD DE OREAMUNO,383105692.09000015,101267134.99,67256882.66000001,748380492.4100001
2008,MUNICIPALIDAD DE OROTINA,361034787.3399999,180200838.66,463706331.65999997,1158741397.2999997
2008,MUNICIPALIDAD DE OSA,412804916.28,339340858.94,951003625.81,2230340409.07
2008,MUNICIPALIDAD DE PALMARES,261905655.64999998,417575024.06,215320531.01999998,1020275311.08
2008,MUNICIPALIDAD DE PARAISO,531199225.53000003,182091531.79000002,98883545.7,1171900167.9400003
2008,MUNICIPALIDAD DE PARRITA,0.0,0.0,0.0,0.0
2008,MUNICIPALIDAD DE PEREZ ZELEDON,1278455613.849999,461594637.46000004,889329498.0699999,3572917599.4699993
2008,MUNICIPALIDAD DE POAS,302090666.43,192635461.55,65394610.57,809154428.3100001
2008,MUNICIPALIDAD DE POCOCI,1060864762.0100002,482742930.86,491464133.32000005,3325873413.180001
2008,MUNICIPALIDAD DE PUNTARENAS,1759891106.8600004,387098504.03000003,181938448.25,3884104322.7700014
2008,MUNICIPALIDAD DE PURISCAL,287180924.7499999,187938475.47,91582711.19999999,825488691.13
2008,MUNICIPALIDAD DE QUEPOS,503929898.46000016,333162622.57000005,664343857.6999999,1781843311.41
2008,MUNICIPALIDAD DE SAN CARLOS,1432423569.6199996,714622636.7099998,2079188178.7099993,5434314773.289998
2008,MUNICIPALIDAD DE SAN ISIDRO DE HEREDIA,294182837.04,99248765.24000001,191721601.32,725677757.8900001
2008,MUNICIPALIDAD DE SAN JOSE,15556433708.720005,3977813538.0900006,2404294596.8,28310875534.04
2008,MUNICIPALIDAD DE SAN MATEO,126720471.73,65618607.519999996,83277557.11,377015247.0400001
2008,MUNICIPALIDAD DE SAN PABLO DE HEREDIA,265887008.12000018,355347935.5,39772693.46,854988527.4900002
2008,MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA,351698050.54999995,318196080.06,152347474.0,1127282493.7699997
2008,MUNICIPALIDAD DE SAN RAMON,894301114.3099998,262486964.54,940337954.7199999,3146980773.0499997
2008,MUNICIPALIDAD DE SANTA ANA,1186206236.92,650825006.25,1080742975.8199997,3910199400.0799994
2008,MUNICIPALIDAD DE SANTA BARBARA DE HEREDIA,268821609.36,470501669.12,10741488.8,951588666.9899999
2008,MUNICIPALIDAD DE SANTA CRUZ,1131330263.6300006,853200602.98,1064438956.4000002,4137666806.2900004
2008,MUNICIPALIDAD DE SANTO DOMINGO DE HEREDIA,618254132.3599997,257051226.45999998,446234379.36,1803397488.5699997
2008,MUNICIPALIDAD DE SARAPIQUI,333608129.94,330793629.96000004,1009520697.5000001,2344135080.33
2008,MUNICIPALIDAD DE SARCHI,210759848.03999996,73060315.08,134043204.52,593409461.02
2008,MUNICIPALIDAD DE SIQUIRRES,514093025.0,301861972.21000004,691206789.3,2025337584.3899999
2008,MUNICIPALIDAD DE TALAMANCA,315159530.6000001,191056799.51,628630946.44,1570778880.7700002
2008,MUNICIPALIDAD DE TARRAZU,140993378.75000006,79845399.27000001,219040482.44999996,608865450.56
2008,MUNICIPALIDAD DE TIBAS,284200936.92999995,57191916.12,3476034.5300000003,367418573.6399999
2008,MUNICIPALIDAD DE TILARAN,328243146.26,116132464.47,394368891.2,1125087169.7
2008,MUNICIPALIDAD DE TURRIALBA,908994902.1599997,131729296.20999998,323983878.74,2220436048.5199995
2008,MUNICIPALIDAD DE TURRUBARES,66637004.22999999,19751498.770000003,58190836.849999994,160084871.31999996
2008,MUNICIPALIDAD DE UPALA,278148641.57000005,49754254.36999999,554648545.3499999,1259196523.11
2008,MUNICIPALIDAD DE VASQUEZ DE CORONADO,808296507.15,231497024.40000004,151958929.32,1613004990.75
2008,MUNICIPALIDAD DE ZARCERO,149147072.75,57793809.010000005,130477568.7,566022626.4099998
2009,MUNICIPALIDAD DE ABANGARES,288481328.1700001,335019497.76,239835743.66,1136697613.5400002
2009,MUNICIPALIDAD DE ACOSTA,147820982.65999997,32786389.41,52515075.25,476785378.29
2009,MUNICIPALIDAD DE ALAJUELA,3837538836.9299994,2960144833.9300003,2398095839.1,11828534376.6
2009,MUNICIPALIDAD DE ALAJUELITA,444521148.0500002,197790405.07,505822665.65,1307230474.4500003
2009,MUNICIPALIDAD DE ALVARADO DE PACAYAS,137006029.54999998,23875824.83,81589111.52000001,405410617.4600001
2009,MUNICIPALIDAD DE ASERRI,585132335.6099998,162058046.99,92084748.85,1188683478.0099995
2009,MUNICIPALIDAD DE ATENAS,287511122.18999994,82020717.30000001,108347844.85,684384677.3999999
2009,MUNICIPALIDAD DE BAGACES,441859146.5399997,197483240.97,210255004.45000002,1128107387.8799999
2009,MUNICIPALIDAD DE BARVA,453473273.27999985,322205385.40999997,217971465.22000006,1290548274.5399997
2009,MUNICIPALIDAD DE BELEN,1216860985.5399995,1184351998.31,1260205734.4300003,4738122958.759999
2009,MUNICIPALIDAD DE BUENOS AIRES,360879840.5600001,153414906.66,849702021.85,1731509385.24
2009,MUNICIPALIDAD DE CARRILLO GUANACASTE,1002947160.2100003,544490844.79,1314108468.89,3515975029.4
2009,MUNICIPALIDAD DE CARTAGO,3623542430.0700026,1265582787.85,2279667101.87,9025492534.920004
2009,MUNICIPALIDAD DE CAÑAS,515329659.2000003,259602674.28,542863248.9599999,1843151941.2300005
2009,MUNICIPALIDAD DE CORREDORES,405280871.23000026,136573715.31,419558935.21,1274739209.8
2009,MUNICIPALIDAD DE COTO BRUS,162308183.21,67350974.28,117464825.0,486585740.40000004
2009,MUNICIPALIDAD DE CURRIDABAT,1702902656.5600004,509181129.1200001,71975548.41,3005544942.7300005
2009,MUNICIPALIDAD DE DESAMPARADOS,2079834795.7199998,805934169.8,612107067.03,4898437004.799998
